date,type,count
2014-03-13,Journal,34
2014-03-12,Journal,23
2014-03-11,Journal,17
2014-03-10,Journal,10
2014-03-09,Journal,1
2014-03-08,Journal,4
2014-03-07,Journal,9
2014-03-06,Journal,38
2014-03-05,Journal,12
2014-03-04,Journal,27
2014-03-03,Journal,22
2014-03-02,Journal,1
2014-03-01,Journal,2245
2014-02-28,Journal,12
2014-02-27,Journal,32
2014-02-26,Journal,14
2014-02-25,Journal,22
2014-02-24,Journal,18
2014-02-23,Journal,2
2014-02-22,Journal,12
2014-02-21,Journal,13
2014-02-20,Journal,33
2014-02-19,Journal,14
2014-02-18,Journal,25
2014-02-17,Journal,13
2014-02-16,Journal,2
2014-02-15,Journal,4
2014-02-14,Journal,18
2014-02-13,Journal,25
2014-02-12,Journal,15
2014-02-11,Journal,20
2014-02-10,Journal,17
2014-02-08,Journal,9
2014-02-07,Journal,17
2014-02-06,Journal,35
2014-02-05,Journal,22
2014-02-04,Journal,29
2014-02-03,Journal,11
2014-02-02,Journal,4
2014-02-01,Journal,2024
2014-01-31,Journal,17
2014-01-30,Journal,27
2014-01-29,Journal,15
2014-01-28,Journal,18
2014-01-27,Journal,20
2014-01-26,Journal,2
2014-01-25,Journal,7
2014-01-24,Journal,29
2014-01-23,Journal,33
2014-01-22,Journal,21
2014-01-21,Journal,25
2014-01-20,Journal,18
2014-01-18,Journal,8
2014-01-17,Journal,16
2014-01-16,Journal,33
2014-01-15,Journal,22
2014-01-14,Journal,24
2014-01-13,Journal,15
2014-01-12,Journal,1
2014-01-11,Journal,5
2014-01-10,Journal,23
2014-01-09,Journal,34
2014-01-08,Journal,18
2014-01-07,Journal,18
2014-01-06,Journal,17
2014-01-05,Journal,4
2014-01-04,Journal,3
2014-01-03,Journal,10
2014-01-02,Journal,25
2014-01-01,Book,7437
2014-01-01,Journal,2030
2013-12-31,Journal,12
2013-12-30,Journal,7
2013-12-28,Journal,3
2013-12-27,Journal,10
2013-12-26,Journal,7
2013-12-24,Journal,8
2013-12-23,Journal,10
2013-12-22,Journal,1
2013-12-21,Journal,4
2013-12-20,Journal,27
2013-12-19,Journal,31
2013-12-18,Journal,13
2013-12-17,Journal,28
2013-12-16,Journal,11
2013-12-14,Journal,3
2013-12-13,Journal,39
2013-12-12,Journal,17
2013-12-11,Journal,11
2013-12-10,Journal,24
2013-12-09,Journal,22
2013-12-08,Journal,4
2013-12-07,Journal,8
2013-12-06,Journal,16
2013-12-05,Journal,46
2013-12-04,Journal,15
2013-12-03,Journal,9
2013-12-02,Journal,11
2013-12-01,Journal,2415
2013-11-30,Journal,3
2013-11-29,Journal,18
2013-11-28,Journal,21
2013-11-27,Journal,12
2013-11-26,Journal,19
2013-11-25,Journal,14
2013-11-24,Journal,2
2013-11-23,Journal,4
2013-11-22,Journal,18
2013-11-21,Journal,24
2013-11-20,Journal,22
2013-11-19,Journal,19
2013-11-18,Journal,12
2013-11-17,Journal,1
2013-11-16,Journal,8
2013-11-15,Journal,16
2013-11-14,Journal,34
2013-11-13,Journal,15
2013-11-12,Journal,23
2013-11-11,Journal,13
2013-11-10,Journal,2
2013-11-09,Journal,17
2013-11-08,Journal,21
2013-11-07,Journal,19
2013-11-06,Journal,16
2013-11-05,Journal,14
2013-11-04,Journal,15
2013-11-02,Journal,4
2013-11-01,Journal,1799
2013-10-31,Journal,22
2013-10-30,Journal,16
2013-10-29,Journal,19
2013-10-28,Journal,13
2013-10-27,Journal,5
2013-10-26,Journal,10
2013-10-25,Journal,27
2013-10-24,Journal,35
2013-10-23,Journal,26
2013-10-22,Journal,12
2013-10-21,Journal,12
2013-10-20,Journal,7
2013-10-19,Journal,4
2013-10-18,Journal,13
2013-10-17,Journal,30
2013-10-16,Journal,21
2013-10-15,Journal,12
2013-10-14,Journal,12
2013-10-13,Journal,2
2013-10-12,Journal,7
2013-10-11,Journal,11
2013-10-10,Journal,25
2013-10-09,Journal,24
2013-10-08,Journal,27
2013-10-07,Journal,24
2013-10-06,Journal,2
2013-10-05,Journal,8
2013-10-04,Journal,21
2013-10-03,Journal,27
2013-10-02,Journal,19
2013-10-01,Journal,2057
2013-09-30,Journal,17
2013-09-28,Journal,8
2013-09-27,Journal,19
2013-09-26,Journal,31
2013-09-25,Journal,15
2013-09-24,Journal,18
2013-09-23,Journal,18
2013-09-22,Journal,13
2013-09-21,Journal,7
2013-09-20,Journal,7
2013-09-19,Journal,23
2013-09-18,Journal,15
2013-09-17,Journal,22
2013-09-16,Journal,15
2013-09-15,Journal,1
2013-09-14,Journal,5
2013-09-13,Journal,7
2013-09-12,Journal,24
2013-09-11,Journal,21
2013-09-10,Journal,14
2013-09-09,Journal,8
2013-09-08,Journal,10
2013-09-07,Journal,2
2013-09-06,Journal,8
2013-09-05,Journal,19
2013-09-04,Journal,10
2013-09-03,Journal,24
2013-09-02,Journal,11
2013-09-01,Journal,2094
2013-08-31,Journal,3
2013-08-30,Journal,15
2013-08-29,Journal,34
2013-08-28,Journal,15
2013-08-27,Journal,15
2013-08-26,Journal,5
2013-08-25,Journal,1
2013-08-24,Journal,2
2013-08-23,Journal,6
2013-08-22,Journal,21
2013-08-21,Journal,15
2013-08-20,Journal,22
2013-08-19,Journal,15
2013-08-18,Journal,3
2013-08-17,Journal,3
2013-08-16,Journal,9
2013-08-15,Journal,29
2013-08-14,Journal,23
2013-08-13,Journal,16
2013-08-12,Journal,11
2013-08-11,Journal,2
2013-08-10,Journal,4
2013-08-09,Journal,9
2013-08-08,Journal,35
2013-08-07,Journal,17
2013-08-06,Journal,23
2013-08-05,Journal,10
2013-08-04,Journal,2
2013-08-03,Journal,5
2013-08-02,Journal,12
2013-08-01,Journal,1873
2013-07-31,Journal,12
2013-07-31,Book,1
2013-07-30,Journal,23
2013-07-29,Journal,17
2013-07-28,Journal,1
2013-07-27,Journal,5
2013-07-26,Journal,19
2013-07-25,Journal,17
2013-07-24,Journal,15
2013-07-23,Journal,24
2013-07-22,Journal,11
2013-07-20,Journal,8
2013-07-19,Journal,11
2013-07-18,Journal,22
2013-07-17,Journal,16
2013-07-16,Journal,18
2013-07-15,Journal,12
2013-07-13,Journal,10
2013-07-12,Journal,10
2013-07-11,Journal,27
2013-07-10,Journal,18
2013-07-09,Journal,19
2013-07-08,Journal,12
2013-07-06,Journal,8
2013-07-05,Journal,15
2013-07-04,Journal,30
2013-07-03,Journal,16
2013-07-02,Journal,13
2013-07-01,Journal,1819
2013-06-29,Journal,2
2013-06-28,Journal,18
2013-06-27,Journal,29
2013-06-26,Journal,11
2013-06-25,Journal,28
2013-06-24,Journal,17
2013-06-23,Journal,1
2013-06-22,Journal,8
2013-06-21,Journal,12
2013-06-20,Journal,30
2013-06-19,Journal,17
2013-06-18,Journal,13
2013-06-17,Journal,15
2013-06-16,Journal,1
2013-06-15,Journal,5
2013-06-14,Journal,10
2013-06-13,Journal,32
2013-06-12,Journal,13
2013-06-11,Journal,10
2013-06-10,Journal,14
2013-06-09,Journal,2
2013-06-08,Journal,5
2013-06-07,Journal,8
2013-06-06,Journal,22
2013-06-05,Journal,13
2013-06-04,Journal,6
2013-06-03,Journal,9
2013-06-01,Journal,2440
2013-05-31,Journal,8
2013-05-30,Journal,31
2013-05-29,Journal,15
2013-05-28,Journal,18
2013-05-27,Journal,8
2013-05-26,Journal,2
2013-05-25,Journal,2
2013-05-24,Journal,27
2013-05-23,Journal,24
2013-05-22,Journal,12
2013-05-21,Journal,29
2013-05-20,Journal,18
2013-05-19,Journal,2
2013-05-17,Journal,13
2013-05-16,Journal,32
2013-05-15,Journal,10
2013-05-14,Journal,25
2013-05-13,Journal,5
2013-05-12,Journal,2
2013-05-11,Journal,6
2013-05-10,Journal,13
2013-05-09,Journal,33
2013-05-08,Journal,15
2013-05-07,Journal,27
2013-05-06,Journal,9
2013-05-05,Journal,5
2013-05-04,Journal,8
2013-05-03,Journal,7
2013-05-02,Journal,29
2013-05-01,Journal,1690
2013-04-30,Journal,29
2013-04-29,Journal,9
2013-04-28,Journal,3
2013-04-27,Journal,4
2013-04-26,Journal,17
2013-04-25,Journal,22
2013-04-24,Journal,11
2013-04-23,Journal,26
2013-04-22,Journal,20
2013-04-21,Journal,1
2013-04-20,Journal,2
2013-04-19,Journal,10
2013-04-18,Journal,25
2013-04-17,Journal,23
2013-04-16,Journal,30
2013-04-15,Journal,10
2013-04-13,Journal,2
2013-04-12,Journal,13
2013-04-11,Journal,25
2013-04-10,Journal,19
2013-04-09,Journal,19
2013-04-08,Journal,15
2013-04-07,Journal,2
2013-04-06,Journal,1
2013-04-05,Journal,8
2013-04-04,Journal,33
2013-04-03,Journal,14
2013-04-02,Journal,12
2013-04-01,Journal,2014
2013-03-31,Journal,2
2013-03-28,Journal,31
2013-03-27,Journal,23
2013-03-26,Journal,17
2013-03-25,Journal,12
2013-03-22,Journal,17
2013-03-21,Journal,25
2013-03-20,Journal,7
2013-03-19,Journal,23
2013-03-18,Journal,11
2013-03-17,Journal,1
2013-03-16,Journal,5
2013-03-15,Journal,12
2013-03-14,Journal,28
2013-03-13,Journal,11
2013-03-12,Journal,21
2013-03-11,Journal,8
2013-03-09,Journal,3
2013-03-08,Journal,13
2013-03-07,Journal,29
2013-03-06,Journal,19
2013-03-05,Journal,28
2013-03-04,Journal,6
2013-03-03,Journal,3
2013-03-02,Journal,3
2013-03-01,Journal,2236
2013-02-28,Journal,27
2013-02-27,Journal,17
2013-02-26,Journal,28
2013-02-25,Journal,9
2013-02-24,Journal,3
2013-02-23,Journal,8
2013-02-22,Journal,16
2013-02-21,Journal,32
2013-02-20,Journal,10
2013-02-19,Journal,18
2013-02-18,Journal,16
2013-02-17,Journal,3
2013-02-16,Journal,6
2013-02-15,Journal,13
2013-02-14,Journal,25
2013-02-13,Journal,14
2013-02-12,Journal,19
2013-02-11,Journal,14
2013-02-10,Journal,1
2013-02-09,Journal,5
2013-02-08,Journal,14
2013-02-07,Journal,34
2013-02-06,Journal,15
2013-02-05,Journal,26
2013-02-04,Journal,19
2013-02-02,Journal,5
2013-02-01,Journal,1988
2013-01-31,Journal,27
2013-01-30,Journal,14
2013-01-29,Journal,26
2013-01-28,Journal,13
2013-01-27,Journal,1
2013-01-26,Journal,5
2013-01-25,Journal,8
2013-01-24,Journal,30
2013-01-23,Journal,18
2013-01-22,Journal,23
2013-01-21,Journal,12
2013-01-19,Journal,6
2013-01-18,Journal,7
2013-01-17,Journal,27
2013-01-16,Journal,22
2013-01-15,Journal,23
2013-01-14,Journal,7
2013-01-13,Journal,2
2013-01-12,Journal,4
2013-01-11,Journal,15
2013-01-10,Journal,29
2013-01-09,Journal,14
2013-01-08,Journal,21
2013-01-07,Journal,16
2013-01-06,Journal,5
2013-01-05,Journal,10
2013-01-04,Journal,8
2013-01-03,Journal,27
2013-01-02,Journal,7
2013-01-01,Journal,1956
2013-01-01,Book,6529
2012-12-31,Journal,4
2012-12-29,Journal,4
2012-12-28,Journal,9
2012-12-27,Journal,23
2012-12-26,Journal,7
2012-12-24,Journal,5
2012-12-23,Journal,3
2012-12-22,Journal,5
2012-12-21,Journal,12
2012-12-20,Journal,17
2012-12-19,Journal,8
2012-12-18,Journal,18
2012-12-17,Journal,18
2012-12-16,Journal,1
2012-12-15,Journal,2
2012-12-14,Journal,12
2012-12-13,Journal,45
2012-12-12,Journal,9
2012-12-11,Journal,23
2012-12-10,Journal,17
2012-12-08,Journal,2
2012-12-07,Journal,5
2012-12-06,Journal,17
2012-12-05,Journal,25
2012-12-04,Journal,16
2012-12-03,Journal,9
2012-12-02,Journal,2
2012-12-01,Journal,2542
2012-11-30,Journal,10
2012-11-29,Journal,20
2012-11-28,Journal,11
2012-11-27,Journal,13
2012-11-26,Journal,11
2012-11-25,Journal,2
2012-11-24,Journal,10
2012-11-23,Journal,23
2012-11-22,Journal,16
2012-11-21,Journal,23
2012-11-20,Journal,14
2012-11-19,Journal,6
2012-11-18,Journal,1
2012-11-17,Journal,3
2012-11-16,Journal,11
2012-11-15,Journal,37
2012-11-14,Journal,14
2012-11-13,Journal,21
2012-11-12,Journal,13
2012-11-10,Journal,1
2012-11-09,Journal,14
2012-11-08,Journal,24
2012-11-07,Journal,8
2012-11-06,Journal,14
2012-11-05,Journal,13
2012-11-04,Journal,1
2012-11-03,Journal,1
2012-11-02,Journal,5
2012-11-01,Journal,1579
2012-10-31,Journal,16
2012-10-30,Journal,24
2012-10-29,Journal,13
2012-10-26,Journal,10
2012-10-25,Journal,16
2012-10-24,Journal,5
2012-10-23,Journal,13
2012-10-22,Journal,12
2012-10-21,Journal,2
2012-10-20,Journal,2
2012-10-19,Journal,11
2012-10-18,Journal,22
2012-10-17,Journal,8
2012-10-16,Journal,9
2012-10-15,Journal,12
2012-10-14,Journal,1
2012-10-13,Journal,4
2012-10-12,Journal,8
2012-10-11,Journal,21
2012-10-10,Journal,11
2012-10-09,Journal,22
2012-10-08,Journal,10
2012-10-07,Journal,1
2012-10-06,Journal,7
2012-10-05,Journal,8
2012-10-04,Journal,17
2012-10-03,Journal,9
2012-10-02,Journal,12
2012-10-01,Journal,1908
2012-09-30,Journal,1
2012-09-29,Journal,4
2012-09-28,Journal,10
2012-09-27,Journal,18
2012-09-26,Journal,12
2012-09-25,Journal,26
2012-09-24,Journal,11
2012-09-23,Journal,1
2012-09-22,Journal,4
2012-09-21,Journal,14
2012-09-20,Journal,22
2012-09-19,Journal,16
2012-09-18,Journal,16
2012-09-17,Journal,15
2012-09-16,Journal,2
2012-09-15,Journal,3
2012-09-14,Journal,10
2012-09-13,Journal,23
2012-09-12,Journal,10
2012-09-11,Journal,22
2012-09-10,Journal,17
2012-09-09,Journal,1
2012-09-08,Journal,4
2012-09-07,Journal,15
2012-09-06,Journal,21
2012-09-05,Journal,9
2012-09-04,Journal,15
2012-09-03,Journal,14
2012-09-01,Journal,1999
2012-08-31,Journal,16
2012-08-30,Journal,18
2012-08-29,Journal,11
2012-08-28,Journal,16
2012-08-28,Book,1
2012-08-27,Journal,5
2012-08-25,Journal,1
2012-08-24,Journal,10
2012-08-23,Journal,17
2012-08-22,Journal,8
2012-08-21,Journal,20
2012-08-20,Journal,16
2012-08-19,Journal,1
2012-08-18,Journal,1
2012-08-17,Journal,9
2012-08-16,Journal,27
2012-08-15,Journal,11
2012-08-14,Journal,14
2012-08-13,Journal,15
2012-08-11,Journal,3
2012-08-10,Journal,14
2012-08-09,Journal,20
2012-08-08,Journal,11
2012-08-07,Journal,16
2012-08-06,Journal,18
2012-08-05,Journal,1
2012-08-04,Journal,1
2012-08-03,Journal,16
2012-08-02,Journal,17
2012-08-01,Journal,1887
2012-07-31,Journal,12
2012-07-30,Journal,13
2012-07-29,Journal,2
2012-07-28,Journal,13
2012-07-27,Journal,9
2012-07-26,Journal,17
2012-07-25,Journal,5
2012-07-24,Journal,20
2012-07-23,Journal,21
2012-07-22,Journal,1
2012-07-20,Journal,11
2012-07-19,Journal,16
2012-07-18,Journal,7
2012-07-17,Journal,13
2012-07-16,Journal,15
2012-07-15,Journal,4
2012-07-13,Journal,5
2012-07-12,Journal,18
2012-07-11,Journal,2
2012-07-10,Journal,18
2012-07-09,Journal,14
2012-07-08,Journal,7
2012-07-07,Journal,1
2012-07-06,Journal,8
2012-07-05,Journal,14
2012-07-04,Journal,11
2012-07-03,Journal,12
2012-07-02,Journal,28
2012-07-01,Journal,1793
2012-06-29,Journal,10
2012-06-28,Journal,22
2012-06-27,Journal,5
2012-06-26,Journal,17
2012-06-25,Journal,12
2012-06-24,Journal,5
2012-06-22,Journal,15
2012-06-21,Journal,29
2012-06-20,Journal,8
2012-06-19,Journal,18
2012-06-18,Journal,16
2012-06-15,Journal,15
2012-06-14,Journal,23
2012-06-13,Journal,8
2012-06-12,Journal,17
2012-06-11,Journal,8
2012-06-09,Journal,3
2012-06-08,Journal,18
2012-06-07,Journal,38
2012-06-06,Journal,22
2012-06-05,Journal,6
2012-06-04,Journal,2
2012-06-01,Journal,2464
2012-05-31,Journal,29
2012-05-30,Journal,22
2012-05-29,Journal,18
2012-05-28,Journal,13
2012-05-25,Journal,6
2012-05-24,Journal,19
2012-05-23,Journal,7
2012-05-22,Journal,15
2012-05-21,Journal,2
2012-05-20,Journal,10
2012-05-18,Journal,11
2012-05-17,Journal,16
2012-05-16,Journal,8
2012-05-15,Journal,10
2012-05-14,Journal,21
2012-05-11,Journal,8
2012-05-10,Journal,19
2012-05-09,Journal,5
2012-05-08,Journal,14
2012-05-07,Journal,4
2012-05-06,Journal,9
2012-05-04,Journal,10
2012-05-03,Journal,16
2012-05-02,Journal,8
2012-05-01,Journal,1820
2012-04-30,Journal,18
2012-04-29,Journal,3
2012-04-27,Journal,11
2012-04-26,Journal,20
2012-04-25,Journal,11
2012-04-24,Journal,23
2012-04-23,Journal,7
2012-04-22,Journal,1
2012-04-21,Journal,2
2012-04-20,Journal,7
2012-04-19,Journal,14
2012-04-18,Journal,6
2012-04-17,Journal,12
2012-04-16,Journal,2
2012-04-13,Journal,7
2012-04-12,Journal,17
2012-04-11,Journal,7
2012-04-10,Journal,15
2012-04-08,Journal,2
2012-04-06,Journal,2
2012-04-05,Journal,20
2012-04-04,Journal,15
2012-04-03,Journal,18
2012-04-02,Journal,6
2012-04-01,Journal,2060
2012-03-31,Journal,5
2012-03-30,Journal,7
2012-03-29,Journal,20
2012-03-28,Journal,8
2012-03-27,Journal,20
2012-03-26,Journal,8
2012-03-25,Journal,1
2012-03-24,Journal,3
2012-03-23,Journal,7
2012-03-22,Journal,26
2012-03-21,Journal,16
2012-03-20,Journal,14
2012-03-19,Journal,24
2012-03-18,Journal,2
2012-03-17,Journal,1
2012-03-16,Journal,15
2012-03-15,Journal,17
2012-03-14,Journal,6
2012-03-13,Journal,23
2012-03-12,Journal,10
2012-03-10,Journal,4
2012-03-09,Journal,13
2012-03-08,Journal,21
2012-03-07,Journal,8
2012-03-06,Journal,18
2012-03-05,Journal,7
2012-03-03,Journal,3
2012-03-02,Journal,5
2012-03-01,Journal,2185
2012-02-29,Journal,6
2012-02-28,Journal,14
2012-02-27,Journal,6
2012-02-24,Journal,4
2012-02-23,Journal,20
2012-02-22,Journal,9
2012-02-21,Journal,11
2012-02-20,Journal,6
2012-02-17,Journal,6
2012-02-16,Journal,21
2012-02-15,Journal,13
2012-02-14,Journal,21
2012-02-13,Journal,6
2012-02-11,Journal,3
2012-02-10,Journal,4
2012-02-09,Journal,17
2012-02-08,Journal,11
2012-02-07,Journal,12
2012-02-06,Journal,10
2012-02-04,Journal,3
2012-02-03,Journal,8
2012-02-02,Journal,22
2012-02-01,Journal,2039
2012-01-31,Journal,11
2012-01-30,Journal,5
2012-01-28,Journal,1
2012-01-27,Journal,7
2012-01-26,Journal,23
2012-01-25,Journal,10
2012-01-24,Journal,11
2012-01-23,Journal,9
2012-01-21,Journal,1
2012-01-20,Journal,8
2012-01-19,Journal,23
2012-01-18,Journal,9
2012-01-17,Journal,20
2012-01-16,Journal,6
2012-01-13,Journal,15
2012-01-12,Journal,25
2012-01-11,Journal,7
2012-01-10,Journal,19
2012-01-09,Journal,4
2012-01-08,Journal,1
2012-01-07,Journal,1
2012-01-06,Journal,5
2012-01-05,Journal,24
2012-01-04,Journal,12
2012-01-03,Journal,15
2012-01-02,Journal,1
2012-01-01,Journal,1937
2012-01-01,Book,5422
2011-12-31,Journal,2
2011-12-30,Journal,9
2011-12-29,Journal,6
2011-12-28,Journal,15
2011-12-26,Journal,2
2011-12-24,Journal,1
2011-12-23,Journal,15
2011-12-22,Journal,20
2011-12-21,Journal,13
2011-12-20,Journal,21
2011-12-19,Journal,12
2011-12-16,Journal,9
2011-12-15,Journal,11
2011-12-14,Journal,16
2011-12-13,Journal,9
2011-12-12,Journal,14
2011-12-10,Journal,1
2011-12-09,Journal,8
2011-12-08,Journal,22
2011-12-07,Journal,11
2011-12-06,Journal,13
2011-12-05,Journal,7
2011-12-02,Journal,9
2011-12-01,Journal,2308
2011-11-30,Journal,23
2011-11-29,Journal,7
2011-11-28,Journal,12
2011-11-26,Journal,2
2011-11-25,Journal,9
2011-11-24,Journal,15
2011-11-23,Journal,13
2011-11-22,Journal,12
2011-11-21,Journal,12
2011-11-20,Journal,1
2011-11-19,Journal,1
2011-11-18,Journal,6
2011-11-17,Journal,20
2011-11-16,Journal,16
2011-11-15,Journal,10
2011-11-14,Journal,13
2011-11-13,Journal,3
2011-11-12,Journal,1
2011-11-11,Journal,15
2011-11-10,Journal,27
2011-11-09,Journal,10
2011-11-08,Journal,12
2011-11-07,Journal,13
2011-11-06,Journal,3
2011-11-04,Journal,9
2011-11-03,Journal,29
2011-11-02,Journal,13
2011-11-01,Journal,1119
2011-10-31,Journal,19
2011-10-30,Journal,7
2011-10-29,Journal,9
2011-10-28,Journal,41
2011-10-27,Journal,23
2011-10-26,Journal,28
2011-10-25,Journal,20
2011-10-24,Journal,10
2011-10-23,Journal,1
2011-10-22,Journal,4
2011-10-21,Journal,16
2011-10-20,Journal,27
2011-10-19,Journal,12
2011-10-18,Journal,15
2011-10-17,Journal,13
2011-10-16,Journal,5
2011-10-15,Journal,10
2011-10-14,Journal,20
2011-10-13,Journal,30
2011-10-12,Journal,33
2011-10-11,Journal,48
2011-10-10,Journal,10
2011-10-09,Journal,4
2011-10-08,Journal,38
2011-10-07,Journal,41
2011-10-06,Journal,31
2011-10-05,Journal,24
2011-10-04,Journal,21
2011-10-03,Journal,10
2011-10-02,Journal,7
2011-10-01,Journal,1224
2011-09-30,Journal,13
2011-09-29,Journal,37
2011-09-28,Journal,19
2011-09-27,Journal,53
2011-09-26,Journal,14
2011-09-25,Journal,9
2011-09-24,Journal,14
2011-09-23,Journal,24
2011-09-22,Journal,35
2011-09-21,Journal,28
2011-09-20,Journal,26
2011-09-19,Journal,15
2011-09-18,Journal,14
2011-09-17,Journal,25
2011-09-16,Journal,30
2011-09-15,Journal,41
2011-09-14,Journal,16
2011-09-13,Journal,21
2011-09-12,Journal,9
2011-09-11,Journal,31
2011-09-10,Journal,9
2011-09-09,Journal,25
2011-09-08,Journal,17
2011-09-07,Journal,39
2011-09-06,Journal,40
2011-09-05,Journal,6
2011-09-04,Journal,8
2011-09-03,Journal,15
2011-09-02,Journal,29
2011-09-01,Journal,1415
2011-08-31,Journal,28
2011-08-30,Journal,30
2011-08-29,Journal,4
2011-08-28,Journal,10
2011-08-27,Journal,24
2011-08-26,Journal,41
2011-08-25,Journal,35
2011-08-24,Journal,27
2011-08-23,Journal,51
2011-08-22,Journal,10
2011-08-21,Journal,23
2011-08-20,Journal,15
2011-08-19,Journal,33
2011-08-18,Journal,60
2011-08-17,Journal,64
2011-08-16,Journal,30
2011-08-15,Journal,3
2011-08-14,Journal,6
2011-08-13,Journal,18
2011-08-12,Journal,22
2011-08-11,Journal,53
2011-08-10,Journal,20
2011-08-09,Journal,46
2011-08-08,Journal,27
2011-08-07,Journal,27
2011-08-06,Journal,23
2011-08-05,Journal,66
2011-08-04,Journal,36
2011-08-03,Journal,37
2011-08-02,Journal,27
2011-08-01,Journal,1489
2011-07-31,Journal,13
2011-07-30,Journal,23
2011-07-29,Journal,53
2011-07-28,Journal,41
2011-07-27,Journal,43
2011-07-26,Journal,45
2011-07-25,Journal,11
2011-07-24,Journal,12
2011-07-23,Journal,24
2011-07-22,Journal,37
2011-07-21,Journal,56
2011-07-20,Journal,33
2011-07-19,Journal,37
2011-07-18,Journal,9
2011-07-17,Journal,7
2011-07-16,Journal,35
2011-07-15,Journal,37
2011-07-14,Journal,42
2011-07-13,Journal,54
2011-07-12,Journal,58
2011-07-11,Journal,11
2011-07-10,Journal,25
2011-07-09,Journal,21
2011-07-08,Journal,32
2011-07-07,Journal,69
2011-07-06,Journal,35
2011-07-05,Journal,15
2011-07-04,Journal,6
2011-07-03,Journal,5
2011-07-02,Journal,6
2011-07-01,Journal,1367
2011-06-30,Journal,30
2011-06-29,Journal,24
2011-06-28,Journal,28
2011-06-27,Journal,14
2011-06-26,Journal,8
2011-06-25,Journal,13
2011-06-24,Journal,22
2011-06-23,Journal,34
2011-06-22,Journal,22
2011-06-21,Journal,22
2011-06-20,Journal,17
2011-06-19,Journal,4
2011-06-18,Journal,9
2011-06-17,Journal,32
2011-06-16,Journal,41
2011-06-15,Journal,21
2011-06-14,Journal,25
2011-06-13,Journal,12
2011-06-12,Journal,5
2011-06-11,Journal,13
2011-06-10,Journal,40
2011-06-09,Journal,31
2011-06-08,Journal,18
2011-06-07,Journal,25
2011-06-06,Journal,14
2011-06-05,Journal,5
2011-06-04,Journal,17
2011-06-03,Journal,23
2011-06-02,Journal,27
2011-06-01,Journal,2080
2011-05-31,Journal,31
2011-05-30,Journal,5
2011-05-29,Journal,5
2011-05-28,Journal,16
2011-05-27,Journal,23
2011-05-26,Journal,36
2011-05-25,Journal,25
2011-05-24,Journal,45
2011-05-23,Journal,20
2011-05-22,Journal,6
2011-05-21,Journal,28
2011-05-20,Journal,26
2011-05-19,Journal,46
2011-05-18,Journal,18
2011-05-17,Journal,25
2011-05-16,Journal,18
2011-05-15,Journal,26
2011-05-14,Journal,15
2011-05-13,Journal,19
2011-05-12,Journal,38
2011-05-11,Journal,24
2011-05-10,Journal,35
2011-05-09,Journal,13
2011-05-08,Journal,10
2011-05-07,Journal,8
2011-05-06,Journal,23
2011-05-05,Journal,45
2011-05-04,Journal,20
2011-05-03,Journal,21
2011-05-02,Journal,9
2011-05-01,Journal,1393
2011-04-30,Journal,14
2011-04-29,Journal,6
2011-04-28,Journal,30
2011-04-27,Journal,16
2011-04-26,Journal,28
2011-04-25,Journal,7
2011-04-24,Journal,3
2011-04-23,Journal,10
2011-04-22,Journal,19
2011-04-21,Journal,40
2011-04-20,Journal,25
2011-04-19,Journal,32
2011-04-18,Journal,15
2011-04-17,Journal,7
2011-04-16,Journal,12
2011-04-15,Journal,21
2011-04-14,Journal,37
2011-04-13,Journal,27
2011-04-12,Journal,38
2011-04-11,Journal,16
2011-04-10,Journal,8
2011-04-09,Journal,23
2011-04-08,Journal,15
2011-04-07,Journal,28
2011-04-06,Journal,30
2011-04-05,Journal,29
2011-04-04,Journal,14
2011-04-03,Journal,11
2011-04-02,Journal,11
2011-04-01,Journal,1762
2011-03-31,Journal,43
2011-03-30,Journal,32
2011-03-29,Journal,35
2011-03-28,Journal,11
2011-03-27,Journal,12
2011-03-26,Journal,8
2011-03-25,Journal,22
2011-03-24,Journal,31
2011-03-23,Journal,17
2011-03-22,Journal,22
2011-03-21,Journal,3
2011-03-20,Journal,18
2011-03-19,Journal,9
2011-03-18,Journal,20
2011-03-17,Journal,42
2011-03-16,Journal,27
2011-03-15,Journal,26
2011-03-14,Journal,5
2011-03-13,Journal,2
2011-03-12,Journal,1
2011-03-11,Journal,6
2011-03-10,Journal,17
2011-03-09,Journal,10
2011-03-08,Journal,12
2011-03-07,Journal,10
2011-03-06,Journal,2
2011-03-05,Journal,2
2011-03-04,Journal,6
2011-03-03,Journal,26
2011-03-02,Journal,12
2011-03-01,Journal,2078
2011-03-01,Book,1
2011-02-28,Journal,20
2011-02-27,Journal,3
2011-02-25,Journal,5
2011-02-24,Journal,18
2011-02-23,Journal,14
2011-02-22,Journal,7
2011-02-21,Journal,5
2011-02-20,Journal,1
2011-02-19,Journal,1
2011-02-18,Journal,4
2011-02-17,Journal,24
2011-02-16,Journal,11
2011-02-15,Journal,26
2011-02-14,Journal,6
2011-02-12,Journal,1
2011-02-11,Journal,9
2011-02-10,Journal,30
2011-02-09,Journal,7
2011-02-08,Journal,18
2011-02-07,Journal,12
2011-02-06,Journal,1
2011-02-05,Journal,2
2011-02-04,Journal,8
2011-02-03,Journal,26
2011-02-02,Journal,8
2011-02-01,Journal,1807
2011-01-31,Journal,11
2011-01-30,Journal,2
2011-01-29,Journal,1
