region_name,state_name,lat_avg,lng_avg,percent_covered,percent_qualified
00971,Guaynabo,18.413410292801256,-66.116581048669715,95.774647887323937,76.470588235294116
02857,Rhode Island,41.837387270543836,-71.615012715624047,32.97705124174788,54.2421353670162
02893,Rhode Island,41.700625345656185,-71.517553357301324,99.217136022616074,79.7041095890411
03064,New Hampshire,42.775976895624183,-71.473173204731324,97.201243891603738,69.355575868372938
03275,New Hampshire,43.150630608675435,-71.441237410455088,80.667340748230529,65.0538982201053
03885,New Hampshire,43.014821095773414,-70.898755726056677,29.019607843137255,63.963963963963963
05404,Vermont,44.495810172352058,-73.186183838388871,98.160119343610148,78.571428571428569
57745,South Dakota,43.948492703439634,-103.57941227623515,52.032520325203251,54.206730769230766
59414,Montana,47.526859543806651,-111.27822888806639,96.978851963746223,73.052959501557638
82190,Wyoming,44.684598744801249,-110.59443555986242,49.694189602446485,54.0
00916,San Juan,18.440018587499996,-66.064636503846117,95.1923076923077,78.787878787878782
02802,Rhode Island,41.952520972151888,-71.457133236708785,98.101265822784811,72.258064516129039
02838,Rhode Island,41.967750596174852,-71.474250437704853,97.486338797814213,80.269058295964129
02863,Rhode Island,41.8892425484227,-71.393910253974823,99.810725552050471,89.75979772439949
02886,Rhode Island,41.702945771747686,-71.453578573935658,99.3042204522567,70.0193601917581
02896,Rhode Island,41.983980492963354,-71.553362845780129,76.586387434554979,64.5611156685808
03060,New Hampshire,42.747217790936205,-71.463436162594078,98.423071459014068,81.509815242494227
03102,New Hampshire,42.992137027921643,-71.488386266698029,97.732456728834023,79.214717188358051
03104,New Hampshire,43.007056324593748,-71.4444448489699,98.726839871648892,79.398196686936458
03301,New Hampshire,43.213240958638174,-71.535500169893268,89.505613908004349,66.676783004552348
03307,New Hampshire,43.309908809144119,-71.457573783065087,9.61960497439649,62.3574144486692
19703,Delaware,39.8029079357707,-75.465275952407737,48.738853503184714,76.947203345530582
19904,Delaware,39.168237100544623,-75.573137958452421,75.109633611543359,75.779263584141631
19956,Delaware,38.552856540571959,-75.555345032969143,23.51778656126482,65.002471576866043
58203,North Dakota,47.928540998405069,-97.065351988646938,95.815469044760761,67.925541435475211
59801,Montana,46.856448517037677,-114.0156797744628,98.197937746940354,78.292443572129542
82001,Wyoming,41.143707707585868,-104.78716403088828,90.4426620951448,79.1700514486867
83204,Idaho,42.847370620879886,-112.44511487515655,60.324162353582132,76.608715285617521
02818,Rhode Island,41.648663189269215,-71.4789589698452,97.419179570768819,65.086447295036251
02885,Rhode Island,41.72545881904761,-71.268328208117822,98.752834467120181,81.8369690011481
02895,Rhode Island,42.001764770755663,-71.502939682120086,98.145577151923845,81.77225421845003
02911,Rhode Island,41.853912680984429,-71.472929864850713,99.873790492217083,84.646166807076668
03079,New Hampshire,42.788362159798609,-71.217975094756454,71.834330768500052,70.35175879396985
03103,New Hampshire,42.96563017477451,-71.447236517514042,98.661909009812661,80.510347598955192
03109,New Hampshire,42.968507330480477,-71.409925431806855,96.571571571571567,76.937030318735424
03258,New Hampshire,43.251626651874574,-71.4033081972732,5.9304703476482619,64.367816091954026
57701,South Dakota,44.083663638952622,-103.21459485359973,83.751034401229461,81.148987225633419
99507,Alaska,61.147367680652714,-149.8166278318601,92.615384615384613,75.505889459377826
00915,San Juan,18.436247294887593,-66.053063957622527,96.273483215275633,84.708893154190662
02809,Rhode Island,41.685268038555535,-71.268987123426626,98.448001955273128,83.105759682224431
02824,Rhode Island,41.999040140707983,-71.563001271681358,98.230088495575217,56.756756756756758
02852,Rhode Island,41.5875901092443,-71.461589892248824,46.446466918907866,69.793042712461471
02864,Rhode Island,41.951835362521756,-71.417192331078724,97.180421352764142,75.965770171149146
02871,Rhode Island,41.594979575251244,-71.250762654958152,54.921903378132946,83.840388007054671
03032,New Hampshire,42.991889477758363,-71.34474985719271,66.934357541899445,68.022952529994782
03038,New Hampshire,42.887931628075627,-71.297185264582879,65.433086617323468,79.043106083766432
03045,New Hampshire,43.018408619808689,-71.561208559426063,79.739130434782609,75.17993456924755
03054,New Hampshire,42.86173666164192,-71.51264852867331,47.390606182256121,83.905124947056336
03062,New Hampshire,42.724686892970816,-71.494758596395059,94.007716421509528,66.602539438245472
19720,Delaware,39.667972335991927,-75.5950040720233,95.999802945957924,87.011854056550519
19973,Delaware,38.644238397970078,-75.6040608255404,43.039636013649485,64.423663346208585
59101,Montana,45.770685657470175,-108.50143555775294,92.956949708660972,71.51290165530672
83702,Idaho,43.632538572128944,-116.20635348852701,97.324826505484666,70.764807360552041
99508,Alaska,61.204318912498486,-149.815629579333,99.2196349905601,57.833312190790309
00912,San Juan,18.445214167763911,-66.060890741543631,97.729852440408621,83.39140534262485
00962,Cataño,18.436262469139027,-66.141661315735917,96.131471785922045,84.054462934947054
02831,Rhode Island,41.74204078801926,-71.567292930403426,83.263094521372665,68.618944323933476
02865,Rhode Island,41.907744477335179,-71.4369244799756,97.954822954822959,74.181988158304762
02878,Rhode Island,41.630897529690074,-71.179713115812774,81.935483870967744,80.06793268488498
02919,Rhode Island,41.827087337334163,-71.500990544852925,98.491024195646517,79.184643831997889
02920,Rhode Island,41.772712992835238,-71.466342085500045,99.778497188618161,84.870218579234972
03051,New Hampshire,42.764827471202558,-71.415430530423734,71.268945679831845,70.102452654455135
03052,New Hampshire,42.844826867850358,-71.452998836651844,32.181357006975269,87.58620689655173
03053,New Hampshire,42.87054926153256,-71.38038334170308,52.4814167031045,82.5869610497813
03076,New Hampshire,42.732946504270451,-71.321336465177922,57.704626334519574,74.375578168362622
19702,Delaware,39.629718318314538,-75.712036324703789,87.637517630465439,89.080228534642316
19706,Delaware,39.573063100872091,-75.594036666133547,98.54651162790698,87.758112094395287
87102,New Mexico,35.082233920559325,-106.64864430549612,97.311305474570787,86.562361296049716
99504,Alaska,61.202202503279949,-149.74828864848533,98.089909318927269,74.311565696302125
00730,Ponce,18.016707749782789,-66.617335977911324,84.845446950710112,86.490744387554159
02904,Rhode Island,41.860823662039408,-71.435203313808543,99.889827396254134,88.382352941176464
03036,New Hampshire,42.967929466056795,-71.247163136782319,14.447949526813881,63.755458515283841
03304,New Hampshire,43.137172003692044,-71.538219172438474,49.055523755008586,62.718786464410734
57055,South Dakota,43.658533538351833,-96.732714247543626,1.2678288431061806,75.0
57103,South Dakota,43.53652984866735,-96.69259238595896,96.5742376526615,76.855165831543786
83814,Idaho,47.664873639869967,-116.79966867189303,79.913819171454492,66.74865197237726
87022,New Mexico,34.908252409259262,-106.69448236234574,72.222222222222229,84.615384615384613
99502,Alaska,61.149670629233611,-149.95037019951653,98.876724015356174,79.997123957434567
99712,Alaska,64.895631785612025,-147.53567470787402,43.163922691481744,49.4195688225539
00917,San Juan,18.422528295976086,-66.052417173705152,97.051792828685265,85.837438423645324
00919,San Juan,18.416342373066765,-66.063689623387333,98.6797434930215,86.582568807339456
00949,Toa Baja,18.431786060615469,-66.184224865454908,96.835835711626757,89.3900563813429
05452,Vermont,44.499195923219553,-73.097950014637988,91.418425724995075,75.01078981441519
19810,Delaware,39.819504494306877,-75.506644328315261,99.016431381624628,72.852635269370111
19979,Delaware,39.045367854661791,-75.572508426873966,84.095063985374765,72.6086956521739
83328,Idaho,42.566854073562183,-114.60570571003127,55.193936691930453,79.644588045234244
99517,Alaska,61.189833912055221,-149.93888403614397,99.202070304075917,80.282608695652172
00717,Ponce,18.002169384017712,-66.615101554710108,92.149758454106276,88.510266491917875
03049,New Hampshire,42.746151070941565,-71.575845730627677,5.2759740259740262,75.8974358974359
03110,New Hampshire,42.941691529840966,-71.523533792302842,58.989923515843145,71.557933731220416
59912,Montana,48.369189052078781,-114.18445703015819,6.0110696357317543,51.820128479657384
83703,Idaho,43.654208051024241,-116.24312233518448,96.3935372186959,78.868602214905721
83705,Idaho,43.586922491553217,-116.22644295936837,97.916087802167269,78.547105561861514
83706,Idaho,43.587542247089118,-116.18990676393332,98.189563365282211,82.456616052060738
00921,San Juan,18.395391742334095,-66.086084501373008,98.840579710144922,92.251890723877139
00923,San Juan,18.404852790332512,-66.039507648522189,97.229064039408868,88.600379987333753
05446,Vermont,44.5371036446737,-73.20145904042711,34.884836852207293,61.072902338376892
58103,North Dakota,46.856314728297278,-96.81596749811807,98.723153000221416,74.379485645933016
59715,Montana,45.67421608034649,-111.0375807635704,83.468728589605561,79.678705440900558
83712,Idaho,43.604019552440086,-116.16895748994365,88.879029872818691,81.730449251247919
87031,New Mexico,34.786932868752864,-106.71074790398745,46.185852981969489,89.089089089089086
87059,New Mexico,35.046840917778191,-106.31636806716423,16.096731532212356,79.225352112676063
99709,Alaska,64.847045856400584,-147.84837484938507,69.804216867469876,71.970514203523919
00953,Toa Alta,18.380101802382526,-66.2463053720715,83.189940436796817,89.339697692919657
00961,Bayamón,18.411368602783423,-66.166495428240964,97.534316217590245,89.848840239770652
00976,Trujillo Alto,18.356989254656536,-66.009885665299933,86.939994569644313,88.35103060587133
00982,Carolina,18.408888589320387,-65.989943282524351,98.70550161812298,94.098360655737707
00987,Carolina,18.387609671853948,-65.961295683835559,96.15384615384616,90.894009216589865
03833,New Hampshire,42.976265614630073,-70.972743722120569,1.4645308924485125,67.708333333333329
19701,Delaware,39.599238557200785,-75.69460828952046,94.307992202729039,91.211244315832985
20418,District of Columbia,38.918421473333332,-76.981303433333352,73.333333333333329,100.0
58042,North Dakota,46.974850389057742,-96.9109986767983,7.8014184397163122,87.012987012987011
82009,Wyoming,41.189025995355138,-104.78961771463342,63.732754985240078,91.9084979676718
83402,Idaho,43.489963903123915,-112.07090970720701,78.02710313269975,85.214841547310257
83605,Idaho,43.65625957070425,-116.67195576815806,92.368827728309668,86.185468451242826
83651,Idaho,43.585654915299678,-116.59601324744163,95.7852145325803,90.310657396814221
83858,Idaho,47.822975815007176,-116.87645381487465,55.55309979003205,81.1219415158146
87507,New Mexico,35.637417699501917,-106.02871871760107,87.698366732306269,91.454233258486326
00603,Aguadilla,18.450692955887344,-67.142738722204882,85.210868949900927,88.83906327852516
57107,South Dakota,43.575556564239243,-96.800936967492575,73.673673673673676,89.741847826086953
83202,Idaho,42.938491066176631,-112.47048092072606,66.911682815458292,87.699733688415449
83427,Idaho,43.505037196472188,-111.91704650949784,82.360922659430116,89.456342668863257
83607,Idaho,43.658912290363169,-116.70980180064592,42.144994559303591,96.0303372599645
83644,Idaho,43.718745432264534,-116.60260463278217,0.43420173680694724,69.230769230769226
83687,Idaho,43.599375809154367,-116.53668541784359,89.107827038861515,90.410012285012286
00920,San Juan,18.407359767184726,-66.088649986767336,98.956483126110129,92.573479919228177
00956,Bayamón,18.367794691954533,-66.162140090168663,98.421574817353658,93.310117302052788
00970,Guaynabo,18.357754968421055,-66.110897984210538,100.0,89.473684210526315
00984,Carolina,18.413090587266662,-65.988403076200058,99.0,94.410774410774408
57106,South Dakota,43.516171216753541,-96.810490463700674,89.486224869694709,93.451489432517889
59803,Montana,46.82126121311537,-114.03298980099582,94.983089064261563,94.737883283877352
82609,Wyoming,42.840253523828451,-106.27801891523428,99.014352412242786,95.703807195249738
83401,Idaho,43.520494780451273,-111.98091962679844,71.623204488009364,88.362885178171808
83815,Idaho,47.72308855558115,-116.79711318994121,94.307182021254988,86.082400229687053
87501,New Mexico,35.691314510253761,-105.9393675636889,94.470806684547142,91.1006770037126
00612,Arecibo,18.46346880761363,-66.735384284951309,61.087662337662337,92.452830188679243
00614,Arecibo,18.470499067883893,-66.72429537106747,94.662921348314612,94.3620178041543
00969,Guaynabo,18.373910190673634,-66.109171506736416,96.857745206304585,90.723466003316744
20392,District of Columbia,38.921743240740739,-77.067173477777771,96.296296296296291,73.07692307692308
83713,Idaho,43.638995141847445,-116.33430152574496,97.010895767042712,96.0938276513269
83714,Idaho,43.676500544771109,-116.27839057041754,81.48822064738556,90.750969561640616
83716,Idaho,43.570440939361539,-116.10003666079517,77.26948838534986,96.421984507561788
83835,Idaho,47.77188256392899,-116.77649538376536,88.115538541847926,76.8562401263823
99509,Alaska,61.198905469662904,-149.92070877977523,96.629213483146074,90.697674418604649
99701,Alaska,64.849566017200459,-147.72653926197256,89.6797153024911,79.516250944822374
00926,San Juan,18.369484461356407,-66.058840059184121,94.984104556693751,91.521011528449236
59105,Montana,45.829116206286663,-108.47416770687327,94.282462131161893,90.434621099554235
83709,Idaho,43.567775058977496,-116.30316178633004,94.659896699641081,95.43604920003699
87120,New Mexico,35.135612441979596,-106.71058726362043,95.657737963902747,98.639110578032017
87121,New Mexico,35.0508229258364,-106.73440888121434,92.607170360229318,97.436015892081684
87402,New Mexico,36.772511741813467,-108.14488329763637,60.206274172754618,96.038543897216272
88012,New Mexico,32.38619240249632,-106.74297009953843,62.555066079295152,95.4225352112676
96793,Hawaii,20.88800469194393,-156.50070140653258,94.1011578305911,94.340111384535689
59718,Montana,45.681991573553873,-111.11517572014169,78.629489603024581,92.595263853828584
83634,Idaho,43.491402938574723,-116.40878793878478,6.8261435291762584,93.10850439882698
83646,Idaho,43.6399977173642,-116.40528311103773,88.274652761755348,98.07631991636174
87114,New Mexico,35.1991251882358,-106.69189883213845,94.73594475938792,97.37694591919373
87401,New Mexico,36.737471568186265,-108.18464625773468,74.19532492962918,92.3381443298969
96720,Hawaii,19.701283017726048,-155.08327683522822,45.183527305282006,89.875173370319
96725,Hawaii,19.609050182744284,-155.94691413513513,13.617463617463617,80.1526717557252
96744,Hawaii,21.422043464027247,-157.80992136953532,74.302310054746968,89.127504717404975
87113,New Mexico,35.175196677704719,-106.59068915999713,96.697549312612068,95.78117756142791
96734,Hawaii,21.397719600787177,-157.74132660219993,44.939555805454034,97.122302158273385
58503,North Dakota,46.861611483188796,-100.7756044488451,70.260192915619683,95.154591601292111
83616,Idaho,43.701747787098071,-116.36600814230246,85.06550218340611,94.138510360276271
88007,New Mexico,32.350396253572427,-106.82751906045432,60.5670829030138,88.2653852115951
96707,Hawaii,21.342295155235902,-158.07948839548339,93.431146912159576,97.95750795442882
96857,Hawaii,21.492160678868252,-158.06226454818753,20.026525198938991,86.754966887417226
02912,Rhode Island,41.826171180612235,-71.400788497959226,98.9795918367347,85.567010309278345
19716,Delaware,39.677182694444433,-75.749892834259228,97.68518518518519,79.620853080568722
87144,New Mexico,35.308639220096353,-106.65507246615286,15.799614643545279,98.00813008130082
87124,New Mexico,35.248126425053819,-106.68425768668313,94.266611714063288,98.756376001943167
00918,San Juan,18.419980848918922,-66.063200452162263,99.054054054054049,94.1336971350614
87109,New Mexico,35.154239514831339,-106.56616881795902,98.586029355260123,97.848624210772471
87122,New Mexico,35.178803550161859,-106.51946619915552,52.737508796622095,98.66559914598345
96786,Hawaii,21.500002007015166,-158.02225898844833,93.480546792849637,95.388076490438692
00604,Aguadilla,18.497461742728905,-67.136841403590722,94.254937163375217,94.0952380952381
00908,San Juan,18.429567491666667,-66.0687967708334,100.0,95.833333333333329
96732,Hawaii,20.877338213259051,-156.47417640462876,97.238349286050521,97.644021300629333
96753,Hawaii,20.731884527138252,-156.44542827204995,98.465131798465137,95.391392748220937
96819,Hawaii,21.342989564019103,-157.87796174522347,98.622528327038438,96.4181121874296
57719,South Dakota,44.1285571290989,-103.06532197880969,1.7084596307522733,93.548387096774192
96701,Hawaii,21.388889195583079,-157.92998752804402,96.424398223884083,99.054774600096948
96821,Hawaii,21.2863590331625,-157.75337629534229,99.849261380765753,98.580917874396135
83724,Idaho,43.620460004166659,-116.18944557708335,93.75,95.555555555555557
57064,South Dakota,43.450419074502122,-96.837301967176529,7.6102418207681364,91.1214953271028
96853,Hawaii,21.33414686984127,-157.94161151746036,95.238095238095241,93.333333333333329
20373,District of Columbia,38.858959398181824,-77.0091339363636,90.9090909090909,84.0
83725,Idaho,43.604923533333334,-116.20579123333334,94.444444444444443,100.0
20307,District of Columbia,38.974026522727279,-77.030432272727253,95.454545454545453,90.476190476190482
19936,Delaware,39.219049772972966,-75.583521248648736,91.891891891891888,76.470588235294116
00681,Mayagüez,18.230227205555554,-67.158326944444468,100.0,100.0
96740,Hawaii,19.665734741833486,-155.98039136845074,93.461637597731766,91.726420297848875
96817,Hawaii,21.3299593387308,-157.85530399620194,99.2499107036552,97.720729366602683
87506,New Mexico,35.8109364616722,-105.99912119505687,23.415326395458845,94.242424242424249
59741,Montana,45.817751872,-111.32195765347366,0.631578947368421,100.0
96818,Hawaii,21.350201411976535,-157.92576442990031,99.319648093841636,98.299279555923
19718,Delaware,39.691330060000006,-75.675450640000051,100.0,93.333333333333329
96860,Hawaii,21.355732217073172,-157.93941905243904,100.0,96.341463414634148
58202,North Dakota,47.92212113055556,-97.0776323499999,94.444444444444443,97.058823529411768
88003,New Mexico,32.27820391361503,-106.74924926948347,92.957746478873233,87.878787878787875
20310,District of Columbia,38.924722933333328,-77.013848626190523,97.61904761904762,82.926829268292678
57197,South Dakota,43.5249724909091,-96.7385820318182,90.9090909090909,100.0
05405,Vermont,44.474688338709662,-73.196235508064461,96.7741935483871,95.0
19943,Delaware,39.017763706373486,-75.579306571906088,15.56975189422077,69.8473282442748
19980,Delaware,39.072495339999982,-75.568825371851872,93.333333333333329,70.634920634920633
57703,South Dakota,44.054194221875392,-103.13182671002421,58.672757264306561,86.440311418685127
58102,North Dakota,46.900923623321724,-96.796358883860918,95.347826086956516,68.499772001823985
59802,Montana,46.882138329665558,-113.96553620697856,82.452584334732876,76.558384547848988
82007,Wyoming,41.106022264006988,-104.79717215544257,82.953378517149318,80.106461995543455
82601,Wyoming,42.846144287930755,-106.32418731361923,76.892210857592445,85.521334288345443
00729,Canóvanas,18.371118488798253,-65.88976663741164,66.340402392604673,89.426229508196727
00911,San Juan,18.450385095172415,-66.057419784075208,98.181818181818187,86.270753512132828
02817,Rhode Island,41.637629335641286,-71.647448855762192,15.938661710037175,69.970845481049565
02828,Rhode Island,41.87356172219021,-71.555516816570474,98.451008645533136,66.447127698499813
02830,Rhode Island,41.974681033520682,-71.647344293697316,1.3247691690084304,42.424242424242422
02917,Rhode Island,41.894552958991312,-71.51845927606449,96.1761058288549,67.311411992263061
03034,New Hampshire,43.059248165126064,-71.309766990196039,8.49673202614379,66.483516483516482
03063,New Hampshire,42.772778787287251,-71.5179890079762,82.16116465039984,69.703019715497874
03106,New Hampshire,43.061164758709,-71.4439848024703,90.173097728092316,77.24455108978205
19803,Delaware,39.794185224576282,-75.531069895507386,99.140933364290689,70.4215456674473
19934,Delaware,39.097883695853454,-75.583530162865728,64.3567168418063,81.553398058252426
19962,Delaware,39.070193338588759,-75.502300058346322,80.926130099228232,83.678474114441414
57702,South Dakota,44.055316841664563,-103.30985200556545,54.954671367413752,82.392026578073086
59405,Montana,47.495696485378204,-111.25930193268671,96.697047596790526,80.391525014098121
83201,Idaho,42.887648037685913,-112.43856193551912,87.914759725400458,80.868716447047333
87008,New Mexico,35.13140838911265,-106.36593431579614,53.618628067967272,74.53051643192488
99516,Alaska,61.096510702836333,-149.79410914382535,57.040662650602407,74.63146314631463
00682,Mayagüez,18.193924711735416,-67.144464521799421,88.335704125177813,86.352657004830917
03087,New Hampshire,42.8060533108311,-71.303917136997271,6.2198391420911525,68.678160919540232
03823,New Hampshire,43.174012767437389,-70.939673021001809,13.48747591522158,70.0
03824,New Hampshire,43.128257317652952,-70.927386407472426,51.654964894684049,60.679611650485434
03862,New Hampshire,42.979628728183123,-70.825897315259837,13.829279923700524,64.137931034482762
19808,Delaware,39.735199992337158,-75.662502118927378,98.329501915708818,87.188279301745638
82636,Wyoming,42.868845656232281,-106.23495355245524,62.228517469310674,87.101669195751143
83501,Idaho,46.384823762267139,-116.9835146308362,85.561406488873786,77.592482297663949
87047,New Mexico,35.176635671080263,-106.31773399287314,11.627906976744185,71.935483870967744
99515,Alaska,61.1177131993598,-149.89303221441116,99.196069673961588,80.699384661563855
00680,Mayagüez,18.195806417367507,-67.1432739881195,92.371424105049243,87.747503807750888
00901,San Juan,18.465197494931765,-66.11028216777143,97.725795971410008,80.784574468085111
05403,Vermont,44.4506709375,-73.179415656630326,93.988684582743986,79.34537246049662
05482,Vermont,44.392109092201387,-73.219074533761216,1.2833168805528135,73.07692307692308
19711,Delaware,39.706228888563622,-75.735462568944115,78.557647528441223,83.0199864498645
19713,Delaware,39.668789409606227,-75.7171764487558,91.1726525313717,84.859990507831043
19732,Delaware,39.793004816666667,-75.574718641666649,95.833333333333329,73.913043478260875
19901,Delaware,39.157841232872372,-75.5180230358313,88.790173053152046,79.5788740972766
19940,Delaware,38.474085645897745,-75.55905834892998,25.0,77.288941736028534
20036,District of Columbia,38.908108157656244,-77.041667658125121,78.28125,65.469061876247508
58501,North Dakota,46.817099184577543,-100.76571185149021,92.951083356987411,82.186482084690553
59404,Montana,47.50580058454841,-111.33059991344628,88.8752088646557,84.2469819908965
59901,Montana,48.212512383642874,-114.31387144821849,57.360705977919729,74.843900869005466
82604,Wyoming,42.831645080587791,-106.3994094755145,82.312451662799688,89.213567603119415
82714,Wyoming,44.587424940476183,-104.70117556666669,80.952380952380949,50.0
87015,New Mexico,35.076231213998781,-106.21922457035913,44.0657334144857,78.314917127071823
87035,New Mexico,34.998642203825433,-106.04910722979541,81.78879310344827,77.667984189723313
00660,Hormigueros,18.141355838781042,-67.1265900525959,58.690744920993225,91.84615384615384
00728,Ponce,18.016999015245808,-66.646594868450492,93.403858120721836,90.306462358427709
02903,Rhode Island,41.821379365229731,-71.4154865485538,99.035734543391939,89.919816723940428
